Artikelnummer;Name;Einheit;Preis
1000;Versandkosten;6;14,9
1002;Eichhörnchen Sterne gold;6;2,25
1003;Squirrel Stars burnt orange;6;2,25
1004;Squirrel Bubble magenta;6;2,25
1005;Squirrel Bubble violet;6;2,25
1006;Squirrel Stars bubblegum;6;2,25
1007;Petroltanne neonorange;6;2,25
1008;Tinted Glückwünsche Gelb;6;3
1009;Stabkerze 210x21 Marmoreffekt;6;1,25
1010;Lama Grande * Amaya;6;3,25
1011;Lama Grande * Ariana;6;3,25
1012;Lama Grande * Camila;6;3,25
1013;Lama Grande * Luciana;6;3,25
1014;Lama Grande * Miren;6;3,25
1015;Lama Grande * Valeria;6;3,25
1016;Lama Mini * Huaraz;6;2,25
1017;Lama Medio * Alejandro;6;2,75
1018;Lama Medio * Alvaro;6;2,75
1019;Lama Medio * Amaru;6;2,75
1020;Stabkerze 210x21 Reisseffekt;6;1,75
1021;Lama Medio * Arturo;6;2,75
1022;Lama Medio * Cesar;6;2,75
1023;Stabkerze 210x21 Glitzereffekt;6;1,25
1024;Lama Medio * Enrique;6;2,75
1025;Private Label Marmoreffekt 2 Stabkerzen inkl. Verpackung;6;4
1026;Private Label Reisseffekt 2 Stabkerzen inkl. Verpackung;6;0,75
1027;Lama Medio * Francisco;6;2,75
1028;Lama Medio * Gabriel;6;2,75
1029;Lama Medio * Gonzalo;6;2,75
1030;Private Label Glitzereffekt 2 Stabkerzen inkl. Verpackung;6;4
1033;Lama Medio * Ignacio;6;2,75
1035;Lama Medio * Joaquin;6;2,75
1036;Lama Medio * Jose;6;2,75
1037;Dip Dye Xmas * Box;6;18
1038;Lama Medio * Luis;6;2,75
1039;Tinted Alles Liebe Gelb;6;3
1040;Stumpenkerze 1er 120/60 halbgelackt Weihnachtsgold (1106 233684);6;0
1041;Lama Medio * Octavio;6;2,75
1042;Lama Medio * Pablo;6;2,75
1043;Stumpenkerze 2er 100/50 halbgelackt Weihnachtsgold (1106 233684);6;0
1044;Stumpenkerze 3er 80/40 halbgelackt Weihnachtsgold (1106 233684);6;0
1045;Lama Medio * Raul;6;2,75
1046;Schaumstoff Zuschnitt rot 193x90x2 mm;6;0
1047;Lama Medio * Roberto;6;2,75
1048;Schaumstoff Zuschnitt rot 193x211x2 mm;6;0
1049;Lama Medio * Santiago;6;2,75
1050;Lama Medio * Stefano;6;2,75
1051;Lama Medio * Victor;6;2,75
1052;Lama Mini * Arequipa;6;2,25
1053;Stumpenkerze 2er 100/50 halbgelackt Herbstgold/Creamgold (1106 4939);6;0
1054;Lama Mini * Iquitos;6;2,25
1055;Lama Mini * Juliaca;6;2,25
1056;Lama Mini * Mala;6;2,25
1057;Lama Mini * Piura;6;2,25
1058;Lama Mini * Puno;6;2,25
1059;Lama Mini * Sullana;6;2,25
1060;Lama Mini * Talara;6;2,25
1061;Lama Mini * Lima;6;2,25
1062;Stumpenkerze 1er 120/60 halbgelackt Herbstgold/Creamgold (1106 4939);6;0
1063;Stumpenkerze 3er 80/40 halbgelackt Herbstgold/Creamgold (1106 4939);6;0
1065;Lama Mini * Ica;6;2,25
1068;Stabkerze 210/21 halbgelackt Spiegellack (Nr. 1180 4150);6;0
1069;Stabkerze 210/21 halbgelackt Weihnachtsgold (1106 233684);6;0
1070;Stabkerze 210/21 halbgelackt Herbstgold/Creamgold (1106 4939);6;0
1071;Stumpenkerze 1er 120/60 halbgelackt Spiegellack (1180 4150);6;0
1072;Stumpenkerze 80/40 Glitzereffekt;6;1,25
1073;Stabkerze 210/21 halbgelackt Silber;6;0
1075;Eierkerzen Glitzereffekt;6;
1076;Glitzer Mint;6;50
1077;/;6;
1079;Bubble Birthday neongrün;6;2,25
1080;Bubble Birthday gold;6;2,25
1081;Bubble Birthday neongelb;6;2,25
1082;Glitzer Neon Flamingo;6;50
1083;Glitzer Neon Pink;6;50
1084;Glitzer Neon Grün;6;50
1085;Glitzer Champagner;6;50
1086;Glitzer Blau (Eisblau);6;50
1087;Kerzenlack Spiegeleffekt;6;36,8
1090;Stumpenkerze 3er 80/40;6;0
1091;Stumpenkerze 2er 100/50;6;0
1092;Stumpenkerze 1er 120/60;6;0
1093;KTM 23;6;0
1094;Stabkerze 210/21;6;0
1095;Stabkerze Spitzkopf 210/21 (Polen);6;0
1096;Baumkerzen 100/13;6;0
1097;Spiralkerze Juicy (Marble);6;0
1098;Spiralkerze Curly (Miami);6;0
1099;Kerze Twisted;6;0
1100;Kerze Swirl 250mm;6;0
1101;Eierkerzen;6;0
1102;Kerze Swirl 290mm (Fehllieferung);6;0
1103;Spiralkerze Juicy (Marble) XXL;6;0
1104;Stabkerze 200/22;6;0
1105;Stabkerze 195/22;6;0
1110;Samtpouch;6;
1123;Pouch Tray 30x40 Purple/Key Lime;6;
1124;Pouch Tray 19x27 Gold Gelb/Key Lime;6;
1125;Pouch Tray 19x27 Olive/Key Lime;6;
1132;Dip Dye Skinny * You are the sunshine on a cloudy day;6;7
1133;Dip Dye Skinny * I love you berry much;6;7
1134;Dip Dye Skinny * You complete my puzzle;6;7
1135;Dip Dye Skinny * You are the icing on my cake;6;7
1136;Dip Dye Skinny * You are the peanut butter to my jelly;6;7
1137;Dip Dye Skinny * You are the honey to my bee;6;7
1138;Dip Dye Skinny * I love you so matcha;6;7
1139;Dip Dye Little Stars * Donut Glaze;6;9
1140;Dip Dye Little Stars * Golden Nectar;6;9
1142;Dip Dye Twinkle * Berry Lush;6;10
1143;Dip Dye X-Mas * Super Glamourous;6;9
1145;Dip Dye Xmas * Jewel-like Kiwi;6;9
1146;Dip Dye Xmas * Stargazing;6;9
1152;Dip Dye Autumn * Wake me up when September ends;6;8
1169;Dip Dye Neon * Apple Crisp;6;8
1171;Dip Dye Neon * Peach Fuzz;6;8
1172;Dip Dye Neon * Cherry Glow;6;8
1173;Dip Dye Neon * Kiwi Whisper;6;8
1174;Dip Dye Neon * Tangerine Sunset;6;8
1196;Eichhörnchen Bubble mint;6;2,25
1197;Eichhörnchen Bubble pink;6;2,25
1198;W. Stern midnight blue;6;2,25
1199;Griaß Di und servus aus München;6;2,25
1201;YAY;6;2,25
1202;WOW PURPLE;6;2,25
1203;YEAH;6;2,25
1206;München Icon Black;6;2,25
1208;Lettertanne petrol;6;2,25
1209;Meeres-Anhänger Waves pink;6;6
1210;Armband;6;7
1211;Kerzentauchmasse Trudastar;6;0
1212;Kerze Swirl 240 mm;6;
1213;Stumpenkerze 2er 100/50 halbgelackt silber;6;0
1214;Stumpenkerze 1er 120/60 halbgelackt silber;6;0
1215;Stumpenkerze 1er 120/60 halbgelackt kupfer;6;0
1216;Lama Grande * Noelia;6;3,25
1217;Stumpenkerze 2er 100/50 halbgelackt kupfer;6;0
1218;Stumpenkerze 2er 100/50 halbgelackt titan;6;0
1219;Stumpenkerze 1er 120/60 halbgelackt titan;6;0
1220;Happy Birthday * Dackel;6;3
1221;Squirrel Stars electric red;6;2,25
1222;Squirrel Stars gold;6;2,25
1223;Squirrel Stars mint;6;2,25
1224;Squirrel Bubble bubblegum;6;2,25
1225;Squirrel Stars lavender;6;2,25
1226;Rainbow Studio Curly Verpackung FAB;6;0
1227;Rainbow Studio Curly Verpackung BOFFO;6;0
1228;Rainbow Studio Curly Verpackung SHINY;6;0
1229;Rainbow Studio 1er Verpackung GROOVY;6;0
1230;Rainbow Studio 1er Verpackung DIVINE;6;0
1231;Rainbow Studio 1er Verpackung SPLENDID;6;0
1232;Rainbow Studio 1er Verpackung PURPLE;6;0
1233;Rainbow Studio 2er Verpackung FLOWERY;6;0
1234;Rainbow Studio 2er Verpackung BONNY;6;0
1235;Rainbow Studio 2er Verpackung MAGNIFIC;6;0
1236;Rainbow Studio 2er Verpackung SCENIC;6;0
1237;Rainbow Studio XMAS Verpackung;6;0
1238;10er Pack Hasenanhänger;6;3
1239;Stabkerzenverpackung 4er black;6;0
1240;E-Welle 660x1000x1,7 weiß/braun;6;0
1241;Graupappe 1000x700x0,55;6;0
1242;Druckbogen Design Offset Creme 300 g/qm 1020x720;6;0
1243;Stabkerze 210/21 halbgeglitzert Mint (1076);6;0
1244;Stabkerze 210/21 halbgeglitzert Neonorange (8302);6;0
1245;Stabkerze 210/21 halbgeglitzert Neongelb (8301);6;0
1246;Stabkerze 210/21 halbgeglitzert Flieder (8303);6;0
1247;Stabkerze 210/21 halbgeglitzert Neon Rot (8300);6;0
1248;Stabkerze 210/21 halbgeglitzert Neon Flamingo (1082);6;0
1249;Stabkerze 210/21 halbgeglitzert Neon Pink (1083);6;0
1250;Stabkerze 210/21 halbgeglitzert Neon Grün (1084);6;0
1251;Stabkerze 210/21 halbgeglitzert Champagner (1085);6;0
1252;Stabkerze 210/21 halbgeglitzert Blau (1086);6;0
1253;Graphic lights * Sinus 101;6;10
1254;Graphic lights * Sinus 102;6;10
1255;Graphic lights * Sinus 103;6;10
1256;Graphic lights * Sinus 104;6;10
1257;Graphic lights * Sinus 105;6;10
1258;Graphic lights * Lines 201;6;10
1259;Graphic lights * Lines 202;6;10
1260;Graphic lights * Curves 301;6;10
1262;Graphic lights * Curves 303;6;10
1263;Graphic lights * Curves 304;6;10
1264;Graphic lights * Curves 305;6;10
1265;Stempel Grüße aus (gelb);6;3,25
1266;Graphic lights * Dots 401;6;10
1269;Graphic lights * Dots 404;6;10
1272;Graphic lights * Triangle 501;6;10
1274;Graphic lights * Geo 001;6;10
1275;Graphic lights * Geo 002;6;10
1276;Graphic lights Skinny * Lines 21;6;9
1277;Graphic lights Skinny * Curves 31;6;9
1278;Graphic lights Skinny * Curves 32;6;9
1279;Graphic lights Skinny * Curves 33;6;9
1280;Graphic lights Skinny * Dots 41;6;9
1281;Dip Dye Skinny * You are the apple of my pie;6;7
1282;Graphic lights Skinny * Dots 42;6;9
1283;Graphic lights Skinny * Triangle 51;6;9
1284;Dip Dye Eggs * Tray;6;45
1285;Skinny * Black;6;6
1286;Skinny * Chrome;6;6
1287;Skinny * Gold;6;6
1288;Dip Dye Neon * Relaxing Retreat;6;7
1289;Dip Dye Neon * Awaking  bloom;6;7
1290;Dip Dye Neon * April shower;6;7
1293;Dip Dye Neon * Pastel Tulips;6;7
1295;Dip Dye Neon * Adorable Sweetheart;6;7
1301;Dip Dye Neon * Gorgeous Honeymoon;6;7
1302;Dip Dye Pop * Girl Boss;6;8
1303;Dip Dye Pop * Girly Girl;6;8
1304;Dip Dye Pop * Girl next door;6;8
1305;Dip Dye Pop * Girls like us;6;8
1308;Dip Dye Bling-Bling * Eris;6;8
1311;Dip Dye Bling-Bling * Hades;6;8
1312;Dip Dye Bling-Bling * Eros;6;8
1313;Dip Dye Bling-Bling * Pan;6;8
1314;Dip Dye Bling-Bling * Athene;6;8
1315;Dip Dye Bling-Bling * Herakles;6;8
1316;Dip Dye Bling-Bling * Erebos;6;8
1319;Dip Dye Glossy * Lithium;6;8
1323;Dip Dye Glossy * Platin;6;8
1324;Dip Dye Glossy * Cuprum;6;8
1325;Dip Dye Skinny * Incredible Soul;6;6
1326;Dip Dye Skinny * Legendary Pleasure;6;6
1327;Dip Dye Skinny * Marvelous Pillow;6;6
1328;Dip Dye Bling-Bling Skinny * Juno;6;7
1329;Dip Dye Bling-Bling Skinny * Aurora;6;7
1330;Dip Dye Bling-Bling Skinny * Fortuna;6;7
1331;Dip Dye Twisted * Shades of Avocado;6;8
1332;Dip Dye Twisted * Shades of Passionfruit;6;8
1334;Dip Dye Swirl * Yummy Dragonfruit;6;12
1335;Dip Dye Swirl * Spicy Umbrella;6;12
1336;Dip Dye Swirl * Starless Whisper;6;12
1337;Dip Dye Swirl * Topsy Turvy;6;12
1338;Dip Dye Miami Edition * Lilac;6;6
1339;Dip Dye Miami Edition * Jade;6;6
1340;Dip Dye Miami Edition * Purple;6;6
1341;Dip Dye Miami Edition * Ocean;6;6
1342;Coffee Beans * México;6;8
1343;Coffee Beans * Peru;6;8
1344;Coffee Beans * Costa Rica;6;8
1345;Happy Birthday Circles;6;2,25
1346;Love is in the Air rot;6;2,25
1347;Love is in the Air pink;6;2,25
1348;Hugs & kisses flieder;6;2,25
1350;Love you more than ice cream;6;2,25
1351;You are my sunshine;6;2,25
1352;Hey you, pretty;6;2,25
1353;You are so loved;6;2,25
1354;Hello Baby flieder;6;2,25
1355;Hello Baby blau;6;2,25
1356;Welcome Baby;6;2,25
1357;Hello you;6;2,25
1358;Surprise violett;6;2,25
1359;Surprise coralle;6;2,25
1360;Congratulations;6;2,25
1361;Thanks a lot;6;2,25
1362;Happy Happy mint;6;2,25
1363;Happy Happy flieder;6;2,25
1364;Happy Birthday jade;6;2,25
1365;Happy Birthday mustard;6;2,25
1366;Merci;6;2,25
1368;Paris MIX;6;27
1369;Jaguar blue;6;2,25
1370;Oh Happy Day;6;2,25
1371;Bauhaus Birthday lilac;6;2,25
1372;Bauhaus Birthday pink;6;2,25
1373;Happy Easter Bunny flieder;6;2,25
1374;Happy Easter Bunny pink;6;2,25
1375;Frohe Ostern craft;6;2,25
1376;Frohe Ostern pink;6;2,25
1377;Frohe Ostern mint;6;2,25
1378;Happy Easter flieder;6;2,25
1379;Happy Easter copper;6;2,25
1380;Happy Easter orange;6;2,25
1381;Skinny Rohling, 250/12 mm, weiß;6;0
1382;Stabkerze B2B 2. Wahl;6;0,75
1383;Stumpenkerze 120/60 B2B 2. Wahl;6;1,3
1384;Stumpenkerze 100/50 B2B 2. Wahl;6;1,15
1385;Stumpenkerze 80/40 B2B 2. Wahl;6;1
1386;Versandpauschale Frankreich;6;19,9
1391;Bubble Birthday türkis;6;2,25
1392;Bauhaus Quadrat 1;6;2,25
1393;Stabkerze 210/21 halbgelackt Darkcopper;6;0
1394;Stabkerze Skinny 250/12 halbgelackt Weihnachtsgold;6;0
1395;Versandpauschale Deutschland;6;9,9
1396;Versandpauschale Österreich;6;19,9
1397;Versandpauschale Schweiz;6;39,9
1399;Versandpauschale Italien;6;19,9
1400;Rainbow Studio * Lack/Glitter gold_pink;6;
1401;Rainbow Studio * Lack/Glitter silber_pink;6;
1402;Siebkosten und Datenaufbereitung (5fb);6;
1406;Rüstkosten;6;
1408;Baumkerzen 105/13 halbgelackt;6;0
1409;Stabkerze Skinny 250/12 halbgelackt Silber;6;0
1410;Stabkerze Skinny 250/12 halbgelackt Darkcopper;6;0
1411;Stumpenkerze 3er 80/40 halbgelackt silber;6;0
1412;Stumpenkerze 3er 80/40 halbgelackt kupfer;6;0
1413;Stabkerze Skinny 250/12 halbgelackt Herbstgold/Creamgold;6;0
1414;Schaumstoff Zuschnitt Skinny Dreiecksverpackung;6;
1415;Schaumstoff Zuschnitt Stabkerzen Graphic Lights (rot);6;
1416;Schaumstoff Zuschnitt Swirl oben;6;
1417;Kerzentauchmasse Trudastar;6;
1418;Reisseffektlack farblos 1. Schicht (1159 5980);6;
1419;Reisseffektlack vanille 2. Schicht (1229 6288);6;
1420;Reisseffektlack rot 2. Schicht (1229 6191);6;
1421;Reisseffektlack gold 2. Schicht (1229 5259);6;
1422;Rainbow Studio * Stabkerze 2er Set SNAZZY;6;4
1423;Rainbow Studio * Stabkerze 2er Set LOVELY;6;4
1424;Rainbow Studio * Stabkerze 2er Set FOXY;6;4
1425;Rainbow Studio * Stabkerze 2er Set WILY;6;4
1426;Rainbow Studio * Stabkerze 2er Set SPLASHY;6;4
1427;Rainbow Studio * Stabkerze 2er Set FLASHY;6;4
1428;Rainbow Studio * Twisted 2er Set FANCY;6;4
1429;Rainbow Studio * Twisted 2er Set CHICHI;6;4
1430;Rainbow Studio * Twisted 2er Set SHOWY;6;4
1431;Rainbow Studio * Twisted 2er Set GLITZY;6;4
1432;Rainbow Studio * Twisted 2er Set BRILLIANT;6;4
1433;Rainbow Studio * Twisted 2er Set CATCHY;6;4
1434;Rainbow Studio * Curly SHINY;6;4
1435;Rainbow Studio * Curly FAB;6;4
1436;Rainbow Studio * Curly BOFFO;6;4
1437;Rainbow Studio * 1er Stumpe SPLENDID;6;4
1438;Rainbow Studio * 1er Stumpe PURPLE;6;4
1439;Rainbow Studio * 1er Stumpe GROOVY;6;4
1440;Rainbow Studio * 1er Stumpe DIVINE;6;4
1441;Rainbow Studio * 2er Stumpe FLOWERY;6;4
1442;Rainbow Studio * 2er Stumpe MAGNIFIC;6;4
1443;Rainbow Studio * 2er Stumpe SCENIC;6;4
1444;Rainbow Studio * 2er Stumpe BONNY;6;4
1445;Rainbow Studio * Swirl BOBBY;6;4
1446;Rainbow Studio * Easter Eggs;6;4
1447;Stabkerze 210/21, Siebdruck, Sterne, neonpink;6;
1448;Stabkerze 210/21, Siebdruck, Sterne, neonorange;6;
1449;Stabkerze 210/21, Siebdruck, Sterne, neonrot;6;
1450;Armband;6;7
1451;Stabkerze 210/21 halbgeglitzert Gold (8305);6;0
1452;Stabkerze 210/21 halbgeglitzert Silber (8306);6;0
1453;Stabkerze 210/21 halbgeglitzert Phantom Blue (8304);6;0
1454;Stabkerze 210/21 halbgeglitzert Violet Prism (8311);6;0
1455;Stabkerze 210/21 Wild Jaguar Blau-Rot;6;
1456;Stabkerze 210/21 Wild Jaguar Petrol-Rot;6;
1457;Stabkerze 210/21 Wild Jaguar Neon Pink-Vanille;6;
1458;Stabkerze 210/21 Wild Giraffe Dirty Pink-Vanille;6;
1459;Stabkerze 210/21 Wild Giraffe Sunshine Gelb-Vanille;6;
1460;Stabkerze 210/21 Wild Giraffe Nude-Gold;6;
1461;Stabkerze 210/21 Wild Chamäleon Neon Rot-Rot;6;
1462;Stabkerze 210/21 Wild Chamäleon Flieder-Rot;6;
1463;Stabkerze 210/21 Wild Chamäleon Neon Orange-Vanille;6;
1464;Stabkerze 210/21 Wild Crocodile Flieder-Vanille;6;
1465;Stabkerze 210/21 Wild Crocodile Neon Grün-Vanille;6;
1466;Stabkerze 210/21 Wild Crocodile Türkis-Vanille;6;
1467;Skinny Dreiecksverpackung;6;
1468;Skinny 4er Kerzenverpackung gold;6;
1469;Fitter * Lilac;6;4
1470;Fitter * Yellow;6;4
1471;Flipper Tube * Black;6;10
1472;Flipper Tube * Pink;6;10
1473;Flipper Tube * Coral;6;10
1474;Flipper Tube * Coral (alte Farbe);6;10
1475;Flipper Tube * Yellow;6;10
1476;Flipper Boob * Black;6;15
1477;Flipper Boob * Mint;6;15
1478;Flipper Boob * Coral;6;15
1479;Flipper Boob * Lilac;6;15
1480;Flipper Boob * Yellow;6;15
1481;Flipper Cube * Pink;6;15
1482;Flipper Cube * Coral;6;15
1483;Flipper Cube * Lilac;6;15
1484;Flipper Cube * Coral (alte Farbe);6;15
1485;Flipper Cube * White;6;15
1486;Dipper Tube * Black;6;10
1487;Dipper Tube * Mint;6;10
1488;Dipper Tube * Coral;6;10
1490;Dipper Tube * Lilac;6;10
1491;Dipper Boob * Black;6;15
1492;Dipper Boob * Mint;6;15
1493;Dipper Boob * Lilac;6;15
1494;Dipper Tube * Coral (alte Farbe);6;15
1495;Dipper Boob * White;6;15
1496;Dipper Cube * White;6;15
1497;Dipper Cube * Yellow;6;15
1498;Dipper Cube * Mint;6;15
1499;Dipper Cube * Coral;6;15
1500;Dipper Boob * Coral (alte Farbe);6;15
1501;Tray A6 * Mint;6;15
1502;YES;6;2,25
1503;HEY;6;2,25
1504;WOW;6;2,25
1505;Tray A6 * Lilac;6;15
1506;Tray A6 * Coral;6;15
1507;Tray A6 * White;6;15
1508;Tray A6 * Black;6;15
1509;Tray A5 * Black;6;19
1510;Tray A5 * White;6;19
1511;Tray A5 * Lilac;6;19
1512;Tray A5 * Yellow;6;19
1513;Tray A5 * Pink;6;19
1514;Tray A4 * White;6;23
1515;Tray A4 * Mint;6;23
1516;Tray A4 * Purple;6;23
1517;Tray A4 * Yellow;6;23
1518;Tray A4 * Coral;6;23
1519;Starterset Flipper Cube;6;90
1520;Starterset Flipper Boob;6;90
1521;Starterset Flipper Tube;6;60
1522;Starterset Dipper Tube;6;60
1523;Starterset Dipper Boob;6;90
1524;Starterset Dipper Cube;6;90
1526;Starterset Tray A4;6;138
1527;Starterset Tray A5;6;114
1528;Starterset Tray A6;6;90
1529;Wishes Mustard;6;2,25
1532;Starterset Tray Kombi;6;114
1533;Fitter * Coral;6;4
1534;Fitter * Mint;6;4
1536;Einladung * Cupcake;6;3
1537;Dipper Tube * Pink;6;10
1538;Stumpenkerze 1er 120/60 gelackt rot (1106 5964);6;0
1539;Stumpenkerze 1er 120/60 gelackt rosa (1106 1381);6;0
1540;Stumpenkerze 1er 120/60 gelackt perlmutt (1115 0939);6;0
1541;Stumpenkerze 1er 120/60 gelackt kupfer;6;0
1542;Stumpenkerze 2er 100/50 gelackt rot (1106 5964);6;0
1543;Stumpenkerze 2er 100/50 gelackt rosa (1106 1381);6;0
1544;Stumpenkerze 2er 100/50 gelackt perlmutt (1115 0939);6;0
1545;Stumpenkerze 2er 100/50 gelackt kupfer;6;0
1546;Stabkerze 210/21 gelackt rot (1106 5964);6;0
1547;Stabkerze 210/21 gelackt rosa (1106 1381);6;0
